time,accelx,accely,accelz,gyrox,gyroy,gyroz,magx,magy,magz,altitude
3093960000000,9.80099,-0.827916,1.02891,0.00733038,0.0160352,-0.00259618,-7.45396,-17.3926,-3.66852,9.41992
3094040000000,9.77228,-0.760917,1.34477,0.010232,-0.00519235,-0.000763581,-7.14703,-17.0564,-2.96697,9.58896
3094110000000,9.80578,-0.765703,0.990628,0.0128282,-0.0206167,0.00229074,-7.52704,-17.378,-3.05466,9.41992
3094190000000,9.84885,-0.794416,0.579063,0.00687223,-0.00351247,0.00366519,-7.48319,-17.2318,-3.8439,9.41992
3094270000000,9.80099,-0.847059,0.880558,0,0.0172569,0.00381791,-7.55627,-17.3341,-3.14235,10.3495
3094340000000,9.76271,-0.837487,1.33519,-0.00106901,0.00641408,0.00198531,-7.42473,-17.4364,-3.2739,10.5397
3094420000000,9.78185,-0.837487,1.17248,0.0142026,-0.0172569,0.000916298,-6.94241,-17.1587,-2.5285,9.58896
3094500000000,9.83928,-0.82313,0.689132,0.0218384,-0.0151189,-0.00122173,-6.91318,-17.2318,-2.87927,9.41992
3094570000000,9.8345,-0.813559,0.708275,0.00931569,0.00870483,-0.00213803,-7.46857,-17.0418,-2.73312,9.41992
3094650000000,9.78185,-0.775274,1.12463,0.00702495,0.0143553,0.000152716,-7.14703,-17.071,-2.85004,9.41992
3094730000000,9.81057,-0.722632,1.25862,0.0056505,-0.00274889,0.00198531,-7.3078,-16.9541,-2.98158,9.41992
3094800000000,9.79142,-0.74656,0.808774,0.00641408,-0.0129809,0.00366519,-7.26395,-17.2757,-2.90851,9.41992
3094880000000,9.83928,-0.923629,0.516849,0.029627,0.00870483,-0.00198531,-7.19088,-17.4656,-2.86466,9.3143
3094960000000,9.75314,-1.05284,1.44048,-0.022602,0.0233656,-0.00519235,-7.3078,-17.4364,-2.58696,10.6242
3095030000000,9.80099,-0.574277,1.32562,0.0456622,-0.00519235,-0.00397062,-7.41011,-16.9541,-3.24467,10.0115
3095100000000,26.3928,-0.612562,1.11505,0.137445,-0.00198531,-0.0332921,-8.03858,-16.8372,-4.34083,7.94101
3095180000000,135.855,-1.45962,1.11984,3.3199,0.207541,-0.168446,-8.22859,-17.1295,-10.1578,9.3143
3095260000000,143.497,-0.555135,0.789631,3.35777,-0.160505,0.186772,-7.48319,-20.608,-17.9187,12.5257
3095330000000,146.871,-4.98185,0.617348,4.41594,-0.159436,0.105374,-7.46857,-24.6127,-21.9965,14.8708
3095410000000,145.574,-2.43111,2.85224,4.57904,-0.330936,0.131489,-7.70243,-30.0643,-25.6796,20.4063
3095480000000,144.273,-0.354137,2.77567,4.99825,-0.481209,0.134238,-8.87167,-36.4952,-25.0073,28.3713
3095560000000,141.88,1.27298,1.89511,5.0036,-0.561843,0.0975857,-9.2663,-44.1391,-19.0149,36.273
3095640000000,135.563,3.01017,1.05763,5.0036,-0.542906,0.109039,-9.93861,-50.3508,-8.5209,46.8579
3095710000000,123.316,4.00558,0.22014,5.0036,-0.466395,-0.0847575,-10.0848,-51.6808,6.53317,58.3302
3095790000000,70.4016,3.67059,-0.751346,5.0036,-0.723264,-0.324064,-9.89477,-43.2768,20.1695,67.8799
3095870000000,27.6371,3.44566,-0.0717846,5.0036,-0.77305,-0.178067,-9.20783,-26.3227,19.6141,74.7674
3095940000000,-7.98245,3.15374,-1.45005,5.0036,-0.520457,-0.270002,-7.83397,-17.0856,2.26542,81.993
3096020000000,-8.10209,2.71825,-2.05783,5.0036,-0.658055,-0.342695,-7.92166,-23.6334,-17.7726,87.7503
3096100000000,-7.39382,3.69452,-0.727417,5.0036,-0.61285,-0.137292,-8.50628,-41.1429,-20.5934,91.5955
3096170000000,-7.17846,3.60359,-2.97667,5.0036,-0.511141,-0.242208,-9.03244,-53.0839,-2.70389,97.8704
3096250000000,-7.00618,2.46939,-1.81376,5.0036,-0.687529,-0.113621,-8.84244,-47.8223,17.8603,103.459
3096320000000,-6.6664,3.70409,-3.05803,5.0036,-0.495717,-0.0232129,-8.74013,-29.772,21.0465,108.878
3096400000000,-6.4989,2.80439,-3.50788,5.0036,-0.55604,-0.0717766,-7.74627,-17.1149,3.4639,113.072
3096480000000,-6.17348,2.45503,-3.32602,5.0036,-0.590707,0.0216857,-7.70243,-22.1719,-16.5156,120.149
3096550000000,-5.92463,3.01017,-3.62752,5.0036,-0.517097,0.0917825,-8.03858,-36.3198,-22.2596,124.523
3096620000000,-5.94855,3.70887,-4.00558,5.0036,-0.589179,-0.0313068,-8.78398,-51.0085,-9.95323,130.048
3096700000000,-5.71884,2.78524,-2.86181,5.0036,-0.728762,0.100945,-9.03244,-50.8331,11.6486,134.337
3096780000000,-5.08714,3.54138,-3.33081,5.0036,-0.590401,0.190284,-9.03244,-38.1321,22.2596,139.238
3096850000000,-5.03928,3.24945,-4.37886,5.0036,-0.574671,0.128434,-8.75475,-22.318,14.9664,144.309
3096930000000,-5.03449,3.06281,-4.01037,5.0036,-0.644921,0.193339,-7.24934,-16.7349,-5.01315,150.108
3097010000000,-5.01057,2.78046,-3.4983,5.0036,-0.663552,0.225104,-7.20549,-25.5042,-21.1342,155.189
3097080000000,-5.09192,3.50309,-3.32602,5.0036,-0.594677,0.225409,-7.23472,-40.1198,-22.8588,161.063
3097160000000,-5.02014,3.11067,-3.62752,5.0036,-0.609643,0.115148,-8.88629,-51.9439,-7.48319,165.109
3097240000000,-4.82871,3.4648,-3.4648,5.0036,-0.68646,0.130725,-9.19322,-51.0085,13.1248,169.334
3097310000000,-4.666,3.05324,-3.19681,5.0036,-0.67974,0.210443,-9.09091,-37.5036,22.3034,173.708
3097380000000,-4.47458,3.37388,-2.87139,5.0036,-0.608727,0.204793,-8.06781,-22.9757,15.6533,177.933
3097460000000,-4.36451,3.01495,-3.56052,5.0036,-0.593914,0.168446,-7.51242,-15.9749,-3.58082,182.074
3097540000000,-4.12522,2.68953,-3.20638,5.0036,-0.611781,0.211665,-6.85472,-22.9319,-20.3888,186.374
3097610000000,-3.92423,2.56989,-2.87139,5.0036,-0.585361,0.262519,-7.1178,-37.299,-24.4519,189.818
3097690000000,-3.81894,2.66082,-2.9336,5.0036,-0.527329,0.260229,-7.67319,-49.2254,-15.4925,195.089
3097760000000,-3.68973,2.32104,-2.99581,5.0036,-0.516639,0.208916,-8.91552,-53.2008,2.89389,198.268
3097840000000,-3.5988,2.27797,-2.93839,5.0036,-0.544586,0.21197,-9.28091,-46.3753,17.9187,202.494
3097920000000,-3.45523,2.10568,-2.7326,5.0036,-0.535729,0.249844,-9.07629,-31.9497,22.1134,205.748
3097990000000,-3.24467,1.97168,-2.54596,5.0036,-0.478765,0.266337,-8.19935,-20.5788,12.6717,209.973
3098070000000,-3.17288,1.84726,-2.50289,5.0036,-0.439212,0.242972,-7.19088,-16.3549,-4.15083,213.776
3098150000000,-3.04845,1.74197,-2.26839,5.0036,-0.442419,0.216094,-6.59164,-21.3242,-19.6726,217.473
3098220000000,-2.90489,1.67497,-2.22054,5.0036,-0.440128,0.213803,-6.81087,-33.6013,-25.8696,220.304
3098300000000,-2.81396,1.63669,-2.12483,5.0036,-0.433562,0.219759,-7.45396,-45.133,-21.0757,224.181
3098390000000,-2.68475,1.58405,-1.88554,5.0036,-0.426536,0.202196,-8.69629,-54.0777,-3.33236,228.861
3098470000000,-2.54118,1.51705,-1.79462,5.0036,-0.421955,0.202349,-9.1786,-50.8623,12.9494,233.023
3098550000000,-2.44068,1.35912,-1.69412,5.0036,-0.395077,0.191659,-9.12014,-42.6483,21.1049,234.27
3098620000000,-2.38325,1.44526,-1.97647,5.0036,-0.403324,0.184939,-9.20783,-31.5112,21.5726,238.157
3098700000000,-2.25404,1.1677,-1.69412,5.0036,-0.410807,0.209069,-7.79012,-20.3888,12.9348,240.904
3098780000000,-2.15832,1.09591,-1.34955,5.0036,-0.388205,0.218384,-7.16165,-16.2233,0.321543,244.876
3098850000000,-2.04825,1.17727,-1.36391,5.0036,-0.348651,0.206625,-6.62087,-18.2841,-14.1625,248.33
3098930000000,-1.9334,1.28255,-1.31605,5.0036,-0.328035,0.184939,-6.48933,-25.5042,-23.1365,250.105
3099010000000,-1.91426,1.15813,-1.41176,5.0036,-0.329714,0.135154,-6.75241,-37.3867,-25.6796,254.7
3099080000000,-1.8329,1.24427,-1.27777,5.0036,-0.350636,0.11805,-6.82549,-47.033,-21.0172,256.401
3099160000000,-1.72283,1.05284,-1.21077,5.0036,-0.364076,0.121409,-7.48319,-53.8439,-9.00321,260.373
3099230000000,-1.64626,0.981057,-1.08155,5.0036,-0.359341,0.124769,-8.30167,-54.867,4.15083,262.94
3099310000000,-1.58405,0.875773,-1.11984,5.0036,-0.342237,0.143248,-8.76936,-49.2254,16.6179,265.507
3099380000000,-1.48833,0.9332,-0.981057,5.0036,-0.3317,0.160199,-8.25782,-42.0345,22.4057,267.63
3099460000000,-1.44048,0.765703,-0.985843,5.0036,-0.306502,0.148135,-7.90704,-31.0582,22.4057,270.82
3099540000000,-1.35434,0.674776,-0.66999,5.0036,-0.286648,0.158061,-7.71704,-22.4642,16.0187,272.87
3099610000000,-1.33998,0.708275,-0.736989,5.0036,-0.249386,0.145386,-6.66472,-16.8079,5.32008,276.145
3099690000000,-1.26341,0.646062,-0.803988,5.0036,-0.234419,0.1237,-6.70856,-16.2233,-6.59164,277.402
3099760000000,-1.2012,0.617348,-0.727417,5.0036,-0.228311,0.112857,-5.97778,-19.7457,-17.3926,279.536
3099840000000,-1.12941,0.646062,-0.698704,5.0036,-0.221744,0.103694,-5.86086,-27.1412,-24.4081,282.377
3099920000000,-1.09591,0.598205,-0.713061,5.0036,-0.228769,0.0894917,-6.25548,-35.6328,-26.2789,284.501
3099990000000,-1.02891,0.488136,-0.650847,5.0036,-0.243277,0.0852157,-6.43087,-43.7007,-23.9988,286.803
3100070000000,-0.9667,0.588634,-0.679561,5.0036,-0.246942,0.101404,-6.75241,-50.6723,-16.3256,289.561
3100150000000,-0.899701,0.535992,-0.713061,5.0036,-0.267864,0.109192,-7.5855,-54.1216,-6.70856,291.694
3100220000000,-0.861416,0.48335,-0.756131,5.0036,-0.281151,0.122173,-8.15551,-54.6916,4.28237,293.036
3100300000000,-0.818345,0.454636,-0.736989,5.0036,-0.282372,0.146608,-8.06781,-51.8562,12.8617,295.17
3100370000000,-0.775274,0.301496,-0.631705,5.0036,-0.271377,0.174097,-8.33089,-45.7176,20.1549,297.293
3100450000000,-0.751346,0.435493,-0.708275,5.0036,-0.253967,0.204793,-8.15551,-37.9275,22.6396,299.596
3100530000000,-0.66999,0.200997,-0.665204,5.00329,-0.233961,0.216857,-7.74627,-30.6051,22.1719,301.297
3100600000000,-0.646062,0.143569,-0.430708,4.98145,-0.206778,0.239459,-7.42473,-23.6042,18.5472,302.279
3100680000000,-0.569491,0.0909272,-0.277567,4.84523,-0.140194,0.270613,-7.35165,-18.5472,10.4209,304.582
3100760000000,-0.540777,0.0574277,-0.301496,4.72107,-0.054367,0.264046,-6.44548,-15.4633,1.79772,306.547
3100830000000,-0.488136,0.105284,-0.253639,4.61829,0.000458149,0.234878,-5.64162,-15.3902,-7.79012,308.406
3100900000000,-0.454636,0.114855,-0.26321,4.49963,0.0412334,0.189368,-5.14469,-17.758,-16.2233,309.399
3100980000000,-0.430708,0.129212,-0.277567,4.35577,0.0649044,0.134238,-4.79392,-22.4203,-23.1511,310.984
3101060000000,-0.425922,0.105284,-0.26321,4.21207,0.056505,0.0853684,-4.16545,-28.0912,-27.0681,312.326
3101130000000,-0.387637,0.0574277,-0.181854,4.08043,0.0357356,0.0517708,-4.07775,-35.5598,-29.012,312.959
3101210000000,-0.334995,0.00478564,-0.105284,3.96299,0.0065668,0.0251982,-4.23853,-41.6545,-27.9597,315.262
3101290000000,-0.306281,0,-0.0478564,3.83486,-0.00809396,0.0126754,-4.04852,-48.2169,-24.9196,315.896
3101360000000,-0.277567,0.0430708,-0.0478564,3.73269,-0.0184787,0.0149662,-3.81467,-53.2593,-19.658,317.312
3101440000000,-0.248853,0.0957129,-0.0334995,3.65221,-0.0316123,0.00702495,-4.18006,-56.4893,-13.3002,318.664
3101520000000,-0.200997,0.0813559,-0.00478564,3.5479,-0.0409279,-0.00106901,-4.13622,-59.4271,-5.23239,319.456
3101590000000,-0.18664,0.0813559,-0.0622133,3.47582,-0.0620028,-0.00717767,-4.5893,-59.8363,1.91464,321.516
3101670000000,-0.167497,0.0287139,-0.0909272,3.38465,-0.078038,-0.00717767,-4.53084,-58.7109,9.54399,320.798
3101740000000,-0.181854,-0.0239282,-0.0909272,3.31517,-0.0991129,-0.00488692,-4.72084,-56.6501,16.7056,322.139
3101820000000,-0.148355,-0.0717846,-0.105284,3.24965,-0.120188,0.0192422,-4.72084,-52.28,21.7188,323.375
3101900000000,-0.124427,-0.0957129,-0.105284,3.16398,-0.126449,0.0482583,-4.89623,-48.1438,26.0596,323.565
3101970000000,-0.119641,-0.133998,-0.066999,3.04547,-0.128129,0.0817032,-4.64776,-42.8676,29.1874,325.076
3102050000000,-0.0813559,-0.196211,-0.00957128,2.94941,-0.118355,0.125991,-4.67699,-37.6206,30.3274,325.351
3102130000000,-0.0765703,-0.248853,0.0287139,2.82876,-0.0969748,0.16585,-4.66238,-31.6866,30.5905,326.502
3102200000000,-0.0717846,-0.282353,0.0430708,2.73484,-0.0675006,0.19792,-4.51622,-27.1119,28.135,327.294
3102270000000,-0.0287139,-0.339781,0.066999,2.68643,-0.0311541,0.22037,-3.6539,-22.0988,24.6858,327.928
3102350000000,-0.0191426,-0.363709,0.114855,2.66582,0.0126754,0.23335,-3.50774,-17.9626,19.4826,327.928
3102430000000,-0.0287139,-0.430708,0.191426,2.67406,0.0587958,0.233961,-3.3762,-14.6595,14.2502,328.636
3102500000000,-0.0239282,-0.464207,0.277567,2.65833,0.108123,0.22266,-3.24467,-12.3356,8.31628,328.562
3102580000000,-0.0334995,-0.440279,0.358923,2.59679,0.156381,0.200364,-2.30927,-10.7425,1.57849,329.354
3102660000000,-0.0287139,-0.425922,0.440279,2.49706,0.200211,0.168751,-2.13388,-10.6694,-5.30547,329.988
3102730000000,-0.00957128,-0.416351,0.550349,2.40879,0.235183,0.131031,-1.37387,-11.6194,-12.1017,329.27
3102810000000,-0.0191426,-0.445065,0.631705,2.37046,0.260992,0.0934624,-0.657702,-13.344,-17.6264,330.347
3102890000000,-0.00478564,-0.382851,0.756131,2.35565,0.284052,0.0358883,-0.0292312,-16.6764,-23.195,330.421
3102960000000,-0.0143569,-0.354137,0.847059,2.34542,0.285427,-0.0213803,1.30079,-19.7895,-29.1581,329.629
3103040000000,-0.0334995,-0.253639,0.995414,2.40895,0.26817,-0.0797179,1.84157,-24.3204,-32.7974,330.696
3103110000000,-0.0191426,-0.00957128,1.0672,2.50012,0.239001,-0.130878,2.48465,-29.2458,-35.2967,331.847
3103190000000,-0.00957128,0.114855,1.34477,2.54517,0.174402,-0.199447,3.06928,-35.8667,-35.2821,331.847
3103270000000,-0.0239282,0.421136,1.36391,2.48362,0.103389,-0.232587,3.1862,-41.1722,-35.1213,331.414
3103340000000,-0.0287139,0.866201,1.15334,2.41551,0.0600175,-0.241597,3.88775,-46.7407,-34.259,329.893
3103420000000,-0.0143569,1.04327,1.05284,2.39612,0.0256563,-0.262519,4.19468,-52.0169,-30.6051,329.629
3103490000000,-0.0287139,1.26341,0.904486,2.49599,-0.00259618,-0.283441,4.22391,-56.9424,-25.9719,329.354
3103570000000,-0.0287139,1.47876,0.655633,2.70766,-0.032834,-0.307418,5.07162,-61.5902,-20.5934,330.781
3103640000000,-0.0382851,1.77547,0.0478564,3.08365,-0.0849102,-0.334449,5.32008,-65.3171,-11.9994,330.073
3103720000000,-0.0526421,1.88554,-0.650847,3.42329,-0.176693,-0.341626,6.16779,-67.8164,-0.496931,329.354
3103800000000,-0.0861416,1.87597,-1.31127,3.45597,-0.30528,-0.315665,7.14703,-67.7141,8.9886,329.175
3103870000000,-0.0861416,2.08175,-1.40219,3.28829,-0.446084,-0.265574,8.12627,-65.9895,19.9211,328.467
3103950000000,-0.100498,1.7659,-2.19661,3.16031,-0.554818,-0.21029,8.34551,-62.7302,28.6904,327.136
3104030000000,-0.0957129,0.770488,-3.18245,3.24965,-0.647822,-0.0913243,9.98246,-56.4893,37.1236,323.829
3104100000000,-0.100498,0.0191426,-3.7328,3.59326,-0.694248,0.0288634,11.1517,-49.2546,42.356,323.925
3104180000000,-0.0813559,-2.35454,-3.71844,4.02957,-0.676075,0.25748,12.6425,-38.0444,45.7176,323.122
3104260000000,-0.105284,-3.59402,-3.53659,3.97032,-0.542906,0.570853,14.7033,-26.805,44.2414,325.71
3104330000000,-0.114855,-4.08694,-4.02951,3.55157,-0.355065,0.80848,16.6764,-17.568,39.0967,328.636
3104410000000,-0.191426,-5.31685,-2.58903,3.44345,-0.160352,0.949895,19.1611,-10.3186,31.0874,328.108
3104480000000,-0.253639,-6.42233,-1.13898,3.86525,0.0436769,1.01358,22.1865,-3.4639,20.1111,324.643
3104560000000,-0.229711,-6.72383,1.1677,4.78002,0.379653,0.958142,24.9927,-0.23385,3.05466,324.284
3104640000000,-0.315852,-5.70927,3.11067,4.16488,0.744034,0.769384,28.1497,-1.85618,-11.0494,324.189
3104710000000,-0.320638,-4.58465,4.99142,3.39106,0.988533,0.548404,30.9851,-5.36393,-21.2365,323.122
3104790000000,-0.258425,-3.67537,6.21176,3.36495,1.10475,0.303142,34.7851,-11.7363,-30.8682,323.312
3104870000000,-0.196211,-1.50748,7.2646,3.8819,1.04809,-0.0267254,37.6644,-20.4472,-36.8021,321.336
3104940000000,-0.191426,0.440279,7.28853,4.57202,0.835969,-0.384081,40.4268,-31.7305,-40.7922,320.27
3105010000000,-0.22014,3.56052,6.72383,4.43213,0.60552,-0.469144,42.6045,-42.6191,-39.9152,319.741
3105090000000,-0.124427,5.00578,6.44626,3.62044,0.30925,-0.562607,43.9491,-52.0462,-35.7936,320.544
3105170000000,-0.0861416,6.61376,4.50808,3.81959,-0.0555887,-0.554207,44.9138,-59.924,-29.2458,318.484
3105240000000,-0.066999,7.68096,1.26341,5.00054,-0.29123,-0.392328,44.7968,-68.518,-15.3172,318.125
3105320000000,-0.0526421,8.84387,-1.34955,5.0036,-0.582613,-0.0448986,43.7299,-73.0488,2.55773,321.336
3105590000000,0.0239282,-1.55055,-9.08315,5.0036,0.221591,0.308181,38.7606,-40.456,48.0854,306.336
